age,gender,income,credit_score,loan_amount,loan_approval
36-45,Male,135748.73172145884,566.8025478706359,5573.834462241218,1
18-25,Female,54917.82873521437,601.0469557886544,16685.14776955495,0
36-45,Female,34045.998594218014,697.6125859107783,87163.02634818909,0
26-35,Female,57913.13453707769,845.9049844592182,36207.089631007875,1
18-25,Female,19688.853564664994,622.7423382774334,10954.683495615112,0
36-45,Female,70859.30937125394,686.4670142710512,1928.8836397359983,1
26-35,Male,75067.06468955934,605.5157954016478,14261.433110296788,0
60+,Male,138388.2122483987,572.082636460072,17851.40405963175,1
36-45,Female,54339.278409604325,595.894730913811,9836.388370301043,0
26-35,Male,73441.36921188328,483.4022418637863,6764.345632619737,1
36-45,Male,38923.59686097153,758.2748050326201,15173.901253378137,1
26-35,Male,50100.508651073724,471.5895797668309,6286.696700442805,0
46-60,Female,27928.62092688763,628.8937415679494,59752.05895195434,0
26-35,Male,54317.68749069916,555.7497683719956,44954.036607058755,1
36-45,Female,51397.53140967096,579.2495827710236,22614.127606164744,0
18-25,Female,69535.9999991859,760.1218127790935,14353.777906660427,0
26-35,Male,43835.600359986165,666.0853592025113,7878.310298301505,0
46-60,Female,62421.97622743358,572.7683072654639,13139.395059477214,0
46-60,Female,50681.18277153369,602.8386294002792,49584.705493027956,0
26-35,Female,50728.86240719189,588.7615023646331,26766.95134459702,0
26-35,Female,62328.94246699481,646.5163462336895,15724.162527868548,0
46-60,Male,61099.65331951137,663.8313347830154,27978.15951136175,1
46-60,Female,87604.44516465574,801.6459818582848,20671.031004568336,0
18-25,Male,56369.216567262025,496.69593872018345,18343.343431777725,0
26-35,Female,50264.64998586628,647.2150148193638,29273.87055502987,0
26-35,Female,,624.7545845972382,20203.721838735535,0
46-60,Female,41884.36733150115,725.7238822173426,26551.490808758645,0
18-25,Male,50013.31021162201,678.3854494542715,15200.895806069197,0
26-35,Male,165310.26094031482,697.2289766491956,10901.976057312171,1
36-45,Male,37936.18252369429,677.6068948812066,8616.805444193511,1
18-25,Male,52087.060244263834,575.4407099773168,7833.40308289009,0
26-35,Male,49328.42018949406,746.901239719441,3699.1696186276045,0
26-35,Female,52913.52169989912,713.8803923692535,6441.057685878652,1
26-35,Male,50735.459602715695,723.2423833379794,6293.780335113442,1
26-35,Female,68845.49367081637,751.1240136405731,8902.824306718503,1
36-45,Male,25461.236805366305,683.4140080521568,46620.487457580035,0
26-35,Female,100567.63208987586,768.4793923293994,11777.549759839829,1
36-45,Female,82149.11905734293,680.2111657429313,16210.484640495592,0
46-60,Female,32162.749272512327,632.4753129580313,16624.881133096158,0
36-45,Female,19253.754574405277,649.4716871613308,47575.09696316037,0
26-35,Male,36734.21640947768,648.0924985491107,8429.827911128436,0
26-35,Female,53032.847742663565,608.4486942327566,11181.124642526709,0
26-35,Male,217541.72481570186,780.5511078696177,12271.570229489767,1
26-35,Male,78560.82798424568,673.7036292402934,33164.25388411701,0
26-35,Female,24250.807030236825,657.5790780666325,39155.044942860135,0
36-45,Male,42411.39043807329,681.0619403941147,19529.219438301847,0
18-25,Female,58302.122713946395,850.0,35822.35788019982,1
18-25,Male,67971.36395464957,559.4620649120272,15400.09253538946,0
26-35,Male,31027.38776880558,582.396919062698,11636.6793561743,0
36-45,Male,55966.29346057151,539.5543186042403,34302.697324778404,0
26-35,Male,41822.110215668654,631.3920609251611,19733.917606181734,1
36-45,Male,34479.51707378537,669.6414754661888,7417.337670596979,0
26-35,Male,68172.5877136419,612.7741985327139,29671.336284248624,1
46-60,Male,88162.64151899738,606.8218561478584,11307.323534629799,1
46-60,Female,91173.59799492765,661.3923893302506,10253.15950870529,0
26-35,Male,79793.16878430425,609.8313740136242,27293.490091751264,0
26-35,Female,46691.39817468994,674.8140661746271,12443.258724369987,1
26-35,Male,85585.81884713334,739.1387477394084,18236.253254188458,1
26-35,Female,69879.47274370317,704.1624375840645,22687.0978959724,1
36-45,Male,64021.28860446521,720.4810677732162,7141.267328574222,1
46-60,Male,44097.2825409235,,18176.420419829672,1
36-45,Female,46702.91849898536,672.6262528094962,39323.53541809536,1
46-60,Male,62127.46670117994,637.3087179165519,6215.654356254713,1
26-35,Female,202792.2294194135,588.2197543293444,19147.49374415344,1
26-35,Male,69607.05736091358,618.7057469091424,6880.356953349203,1
36-45,Female,44108.4101179269,608.1051573858484,30245.967448111835,1
26-35,Male,39490.0996426594,708.533786129673,30017.159096038267,0
36-45,Male,46822.385662773355,677.7426043675357,10062.210265289967,1
26-35,Female,177841.2760308449,705.7406290171441,78253.03720360187,1
18-25,Male,,557.1730515119879,32380.130170393786,0
60+,Female,94224.4769744766,764.5399587392864,23518.513255978596,1
26-35,Male,49614.37440424043,615.841570279459,22482.41477116773,0
60+,Female,68226.76876036948,561.998668634027,29352.750285743175,0
60+,Male,88953.81994284934,614.862578814255,6023.87533295307,1
36-45,Female,44983.389351877806,848.7012794070006,15610.297611535347,1
36-45,Female,43453.39106721835,618.9826506806746,18152.29555040538,1
36-45,Male,137232.91177208864,623.992282282326,9700.096853688363,1
46-60,Male,97958.23050394241,634.6316255496259,19376.886467671982,1
26-35,Male,88906.11100430164,638.1103693254836,35787.553357084864,1
26-35,Female,88755.27538789275,587.4819147358996,9533.667212218728,0
36-45,Male,75341.601964633,661.4570466564904,12790.532908115329,1
26-35,Male,,736.0475926558664,6929.422555010222,1
26-35,Male,61203.16304695172,675.1431452382966,3198.4090463840803,1
26-35,Male,79907.99454243059,561.1067760880012,24913.017684521812,1
36-45,Female,28985.28411030915,622.4523276053034,13087.50142588072,0
46-60,Female,39637.05359935137,605.8778079918696,13878.047216682571,0
26-35,Female,,654.2351574587841,6066.76689528531,0
46-60,Female,113213.62410096942,756.4361337249853,11517.203773260033,1
36-45,Female,16709.453632039607,638.0893763183294,32121.3125555317,0
46-60,Male,48964.21423893683,642.9476104903688,13368.507982266368,1
36-45,Male,13401.832075822378,792.2115855055544,13675.30603835741,1
36-45,Female,39511.85578298815,,15772.49094730956,1
18-25,Female,46841.53204072026,695.9265025685228,4968.60451152625,1
46-60,Female,119663.09683524864,806.650529224142,22025.06432361097,1
18-25,Male,73007.24557160828,689.184900383521,4894.373250565358,0
46-60,Male,39475.2526096891,491.0778286417982,6300.016522383736,0
60+,Male,102025.88757972507,716.6132606304288,5771.158878297689,1
26-35,Female,60410.37418867856,522.639323430508,11612.298450246019,0
26-35,Female,61009.4121841552,686.1604294865958,10077.271668389514,1
36-45,Female,32815.76260341194,512.9005140696609,13346.640301585261,0
26-35,Male,36497.28462794982,612.6515671680064,6475.590453751946,0
46-60,Female,39634.346216395475,620.8972376312103,29863.61880790482,1
26-35,Male,61281.33788952993,588.3904714214598,26035.650606743216,1
26-35,Male,62251.808336685826,622.091840224704,11625.418033577185,1
60+,Female,129579.04133935738,732.6049376288443,9111.627523656342,1
36-45,Male,72586.01736381666,592.8837670272358,8404.428138893942,1
46-60,Male,15463.182475123172,693.6112703608433,10424.186436854172,0
26-35,Female,68276.5053160704,572.7480288314159,4358.153846628497,0
36-45,Female,28998.280726446865,634.8400338886297,6200.059391307995,0
36-45,Male,36938.68067234131,675.9071413061961,26584.837503659488,1
36-45,Female,,570.2777266705152,17008.185188856856,0
36-45,Male,42973.15245820557,545.0623653671448,49385.8679706823,0
36-45,Female,30104.360398412035,689.3502520463111,10515.902138714673,0
26-35,Female,66286.46461594696,739.8464319472511,10004.491471747238,1
26-35,Female,29572.46164551642,643.6747984410102,9640.043117507552,1
36-45,Female,71563.02461904111,613.4149674754636,10349.240490344435,0
26-35,Male,183227.81321001507,662.454031015071,7879.634428730788,1
36-45,Male,30801.555487673075,654.4383935012304,16593.90223716062,1
26-35,Male,51934.82509196441,669.4322032569002,13674.434228114462,0
36-45,Male,16954.207612756734,,8884.543837512754,0
36-45,Female,51510.05722533939,564.4716567067229,36348.896701677186,1
26-35,Male,82566.43956789079,582.3815915650517,60916.92550488245,0
18-25,Male,85846.80209151856,662.069410280925,33970.97506523369,0
26-35,Male,62235.56283764841,664.8702306897814,20879.001301541357,1
36-45,Female,93398.60724476684,700.8944390947229,24573.300353371018,0
46-60,Male,213849.3914514153,670.6065399368349,58990.54254909523,1
18-25,Female,140948.85086421773,545.9411943690131,24544.803790886384,0
36-45,Male,46107.89789737186,765.7603694068048,8365.33213473314,1
26-35,Male,,751.7534642737893,18284.665218190064,1
26-35,Male,48870.25908249441,549.3442167978459,22048.402137961013,0
46-60,Female,37291.049505216906,676.6164235499347,6028.335292862549,1
26-35,Female,75032.28555309278,,10636.59130063286,1
26-35,Female,33170.06960214859,661.1091191360439,32219.059270715537,1
18-25,Male,57733.263895328164,734.2648223713496,3106.356614900553,1
18-25,Male,91035.70100224865,820.4083413056767,4913.084169248865,1
26-35,Female,56934.232427243805,710.1022164114088,11601.322243386658,1
18-25,Male,37303.52438217793,673.5947788088109,17728.76386026676,0
36-45,Female,107732.54815754895,622.8143065353362,4509.2857246321,0
26-35,Female,23400.426498775396,664.5707896808941,12071.089784022932,0
36-45,Male,50822.9077589923,758.7817514662651,33624.65414735938,0
26-35,Female,58639.86229871124,646.4232994592331,14113.981286240783,1
26-35,Male,,579.110987892188,28318.516271862813,0
36-45,Male,65528.99713691419,520.4248107586699,8319.094576321224,1
60+,Male,81244.6222171424,691.04382939282,6988.816548786383,1
18-25,Female,58823.47450410014,,26346.719899485946,0
46-60,Male,49809.990678598806,598.3273461390163,17951.203297193395,1
36-45,Female,,732.0811300565838,5174.630392172174,0
36-45,Female,44101.192371892874,616.2578508489896,7039.745282748604,0
36-45,Female,88767.12639304408,639.2284726540164,46707.73178710152,0
18-25,Female,43335.86058501904,648.6668693361645,6376.3800461398805,0
18-25,Male,91435.17721906713,621.923780628953,28210.879979108635,1
36-45,Male,60445.62872156517,668.8692052599656,9112.939833592847,1
26-35,Male,46137.096263285435,742.1212116746401,13325.827049149104,1
46-60,Female,81568.92178039809,558.6014481505262,16910.230905294124,1
26-35,Female,41617.37542944835,689.0816110779207,2487.9516778894968,0
26-35,Female,82379.51003603003,663.7726935685153,4145.6966841900885,1
36-45,Female,66593.55370288236,662.3011063635765,14315.045772250112,0
26-35,Female,44437.44084965827,719.7475655899273,7484.2339653136405,1
36-45,Male,77988.5583949038,653.9437940173727,29651.41231632229,0
36-45,Female,78691.84934023101,688.4183409524562,3696.3580213014952,1
46-60,Female,106804.97671792285,707.2691703656918,20998.45295130498,1
36-45,Male,97058.92101379983,609.6507839695514,4442.72419041174,1
36-45,Female,76545.22413916448,673.9346768651038,10080.075227916417,1
36-45,Male,34071.09072560147,629.9369914231495,5701.575325934477,1
46-60,Female,203677.57220911683,639.3854576224084,61202.5359281831,1
26-35,Female,29678.907712484608,624.2350882817334,4575.202639995776,1
18-25,Female,96243.00624699926,687.6864323277509,12116.849016738144,0
26-35,Male,,656.5315767214603,3356.087304108758,1
26-35,Female,,681.5635227453339,48033.60252907339,0
36-45,Female,56266.214176727946,648.5986109683402,18416.935593030303,0
36-45,Male,57562.325233608804,521.6703190023741,14906.885088469484,1
36-45,Female,115011.95493573592,652.5094732879767,43453.659545248825,0
18-25,Female,41912.716230725004,655.0830364125453,15032.02122587226,0
36-45,Female,52524.10556331015,669.4076749722768,15925.18480229679,0
26-35,Male,,602.5016645051406,14844.433573916069,1
36-45,Male,142540.4925486657,554.362422666759,20971.24432245184,1
36-45,Female,35058.23722803321,699.9685315915423,9009.60845427597,0
26-35,Male,70506.16502354664,628.1114754772665,11255.02702068192,1
26-35,Male,56913.96867424267,663.6995238147997,25546.80918653547,0
18-25,Female,57011.00033945615,627.4831936089364,16678.8772291538,0
46-60,Female,89763.25580494571,649.5150539381124,12192.848480457375,1
46-60,Female,138085.89943309865,614.0571721651354,4357.187621069207,0
36-45,Male,67896.97997186758,572.5533128676938,44286.72402139834,0
26-35,Male,83078.31605402497,687.8985328614925,7870.18392899111,1
26-35,Male,70576.02442062706,601.7503929419104,29430.587119873457,1
36-45,Male,99584.88867836691,663.1161184715849,15376.611825370948,1
36-45,Female,47502.6990377992,682.8368177521662,4746.864538050765,1
26-35,Female,102507.91326932667,603.0549827517534,36381.67097004105,1
18-25,Male,104323.29193872567,553.6891492501612,16376.988972874438,0
36-45,Male,102874.85251460507,844.0868491082442,38881.595155299125,1
26-35,Male,43041.75914514116,607.7782499243659,11545.754116582,1
26-35,Male,55040.86470028317,699.8733726880927,23464.431115455507,1
18-25,Male,67489.91743634566,805.1570839656099,3261.616828004244,1
36-45,Female,30169.26523164276,713.1926197483115,8953.74633967491,0
46-60,Female,132914.33527959112,625.9645752937959,4825.189724862159,1
60+,Female,59507.74393594744,644.6306889971911,9898.840617973901,1
36-45,Male,69007.04941546336,,19485.958175676984,0
36-45,Female,44868.79216819175,720.5357141566194,8236.542455063392,0
18-25,Female,30839.796229666816,695.3016566446951,26664.108120698093,0
36-45,Female,,608.8459345390605,6732.554267361506,0
26-35,Male,66809.60214077139,566.6260154321244,27124.408683539987,0
36-45,Female,83844.10044822379,544.3013009869047,38093.75864863637,0
26-35,Female,64919.00989139057,728.9211203043361,30056.09981070109,0
26-35,Female,71208.1109052794,659.6298503164448,10144.112415002348,1
18-25,Male,50588.867068522624,667.1987629066201,2439.716496663537,1
26-35,Male,76735.84996097212,584.1641099310114,21284.48318790586,1
18-25,Male,125670.21748264962,532.9197517356475,12086.111086637895,1
26-35,Male,85169.1638973995,727.0090859769306,6107.578449913537,1
60+,Female,89748.89049724904,653.3631229597785,8561.038210920386,1
26-35,Male,69356.01803178224,722.5787728046096,42088.938983030064,1
36-45,Male,28237.960399924305,619.1253498787548,5378.301190863198,0
46-60,Male,35513.448499051665,631.0545725570513,19431.433950488914,0
60+,Male,75164.76881310907,707.0638541296505,15904.645900217603,1
36-45,Male,59547.55249983161,708.587846372042,10037.565344482215,1
46-60,Female,74601.91404007851,713.8052498148763,22373.357885338486,0
26-35,Female,,,49305.76089801926,0
26-35,Male,86078.76254167111,699.1637790120694,10543.056777519347,1
26-35,Male,112357.73278383147,738.7279572381375,10997.85179712576,1
36-45,Male,62776.78978530771,641.6182390654773,21974.80665246784,0
36-45,Male,39990.298303195064,608.9209308980758,27850.1674289264,1
26-35,Female,58166.61946073176,757.4198082653413,12062.228459702204,0
26-35,Female,40039.59398489801,597.6443413158954,10464.051665375202,0
36-45,Female,130502.47595318245,700.3581197691582,2266.252314647247,1
26-35,Female,88893.60981015075,645.3262151584111,7169.512001406489,0
36-45,Male,77672.4766950445,502.6747506812352,5369.825342747565,0
36-45,Female,111076.18554422869,740.2875253982864,23102.589667614262,0
36-45,Female,21806.683682723266,429.37170963621054,10991.501267530557,0
36-45,Female,80343.70116893388,491.2697546593913,10652.849729390808,0
46-60,Male,31091.10697278363,692.1864063584537,13263.285245199428,1
26-35,Female,59657.32089054451,692.1656958942492,6659.893842878594,1
36-45,Female,51233.36217298517,598.9936113697971,46286.13565573502,0
36-45,Female,83355.36940236654,661.8257672242596,37742.993294505526,0
26-35,Male,67110.35577307809,447.4855963377596,48751.2163282663,0
18-25,Female,117308.04144450175,706.558037157648,23080.278447317956,0
26-35,Female,44313.79998205448,669.9780389642877,13048.357046202553,0
26-35,Female,85353.53924718243,646.3485717332964,48619.66911943675,0
36-45,Female,64933.02340252982,651.6673185710217,7748.282859405778,0
46-60,Female,26432.639361958096,689.4603340954426,6654.394994462012,0
26-35,Male,37823.72275006404,647.6878781201711,8256.786838113041,0
26-35,Female,55551.23256658099,500.0755597815024,20298.393288169318,0
60+,Male,104416.8379994857,825.7065787618018,7261.312272624455,1
26-35,Female,,746.0640655542761,11798.192366336973,1
26-35,Male,33397.942927117154,547.2044270436138,3708.9932770822893,1
36-45,Female,55817.45348751034,622.3890215618727,19631.2533187738,0
36-45,Female,164210.30360989567,631.1172647875168,3969.189934968689,0
18-25,Female,63298.16807944929,736.3079653207171,6337.69968641579,0
18-25,Female,50834.8393491759,477.2584851744186,35374.04746920106,0
26-35,Female,76563.04670849798,610.0793388456169,34346.474357430045,0
36-45,Female,87701.69801391126,509.1490845329997,18023.837595932404,0
36-45,Male,47663.24459387853,627.1923587337329,16656.084521643334,0
26-35,Male,76978.9577246436,612.1999285532077,8736.214771014082,1
36-45,Male,50795.10403532454,656.375525390617,7198.853592092189,0
46-60,Male,85790.52094829155,601.6100480792653,9998.66278759396,1
18-25,Female,65175.99980415685,589.9181286887581,3980.1574604783336,0
26-35,Female,76189.87916728076,699.5725353410519,16349.602170713722,1
36-45,Female,40962.33344309328,686.3738192754064,13891.951183358326,0
26-35,Male,39709.93979326347,694.1118674222594,6331.313430799282,1
26-35,Male,96061.95744521476,635.8479927607326,46861.21008193338,0
36-45,Female,57543.80767446637,604.2609134219848,21710.05873338647,0
46-60,Female,69045.25036661566,640.4918014383384,23236.35700284608,1
46-60,Male,51369.62309945769,690.0929656054761,9046.453298555038,1
36-45,Female,,475.8576239222521,13345.51880683897,0
36-45,Female,44182.983709177075,681.5289544296686,22068.314730711387,0
26-35,Male,55949.19803576339,674.7310549867839,15096.616029482637,1
36-45,Female,88698.33583099206,654.9720724868581,48123.246175325396,0
26-35,Male,107633.13760271193,638.054926250266,11349.9650597263,1
26-35,Female,46079.35760858388,444.7104491254069,8922.679512216317,0
36-45,Male,159506.82511448095,614.8117389519675,22190.117280018552,0
36-45,Male,70025.92760760673,793.1550968861899,4857.514576986863,1
26-35,Female,35544.32787642536,651.0321036454644,27985.38100496463,0
46-60,Male,72007.53348746256,625.4168129060225,4719.3698321396005,1
18-25,Female,49439.27326832523,651.352495647209,22267.149012206337,0
26-35,Male,74386.83405918832,678.3818294902406,7953.60971390831,0
18-25,Male,58604.79957197822,702.7056195751571,19560.496321695868,0
36-45,Male,62139.481888038754,631.6895869473647,27608.372491608323,0
36-45,Male,37956.77577593342,683.9935681914947,15104.333319019472,1
26-35,Female,98226.43124017575,784.1320642209088,5116.895767169675,1
36-45,Male,33588.40900763141,730.5000639546172,6519.674982668945,1
26-35,Female,34393.317036639884,837.2240172685583,7458.224686330803,0
36-45,Female,71946.65168739164,597.4583713318627,2933.6260163499414,0
26-35,Female,133441.9890709856,784.0951606001612,32924.82748576793,1
26-35,Male,50196.64403073798,586.7461088061924,14589.91869144387,1
46-60,Female,85006.76846922905,678.2852917392371,5386.146988516207,1
26-35,Male,102402.87715726833,708.5981223390479,42810.55168864835,1
26-35,Male,89979.95647235391,609.1378246476422,7623.093366322583,0
36-45,Male,51246.15426293778,657.0371421979421,16325.082231113814,0
60+,Male,34699.36414456591,722.8368881961472,6903.498312003549,1
26-35,Male,19855.299288563234,593.1783281350474,2658.1664971874907,1
18-25,Female,52500.59334203004,783.5506767638118,4484.7927010319145,1
26-35,Male,107909.01359092258,539.232270021812,9332.02820289139,0
36-45,Male,,805.1753154182708,27409.295782226607,1
26-35,Female,84974.36687020933,730.1060907839674,17627.69488828827,1
36-45,Male,37231.99439405228,,14945.478639506784,0
60+,Male,63135.361027205785,617.7865431010615,2675.731023486701,1
26-35,Male,85297.10612697668,609.4377389767182,36903.76724375248,0
26-35,Female,43055.802313742504,639.1363487794388,15977.611773740467,0
26-35,Male,65201.799051498114,646.1203310760939,12142.486520209915,0
26-35,Male,48652.29847602212,750.4180997307665,33055.342723402464,1
46-60,Female,85184.46235567017,807.4923280307667,36242.84925360559,1
26-35,Female,67350.02710190199,665.9503936523206,33646.76514593426,0
26-35,Female,61589.940783309445,582.3497209608477,10963.543306445696,0
36-45,Female,130506.0650404898,606.3419167491045,5986.239821682507,0
26-35,Male,83379.10948545733,635.3527372310972,29470.302304277615,0
36-45,Male,42396.62618462885,567.590231576258,4482.590727006734,0
18-25,Male,57358.025377421174,555.6846878314097,63437.179179178755,0
46-60,Male,57644.52822332467,817.7701769898422,13662.3565946557,0
46-60,Male,,674.2090820757003,5717.532415706263,1
36-45,Male,211558.03527760095,583.3493493055722,4986.577873944775,1
60+,Female,72072.36382212011,715.328285628617,4807.421461918862,1
26-35,Female,21634.590286493993,555.7323100154524,14947.365243239037,1
26-35,Male,,562.3190361703157,13291.58150102576,0
36-45,Female,22784.00323624857,585.7566079148604,4970.433115117799,0
36-45,Male,50772.028989246945,782.3610624692027,10045.051164400515,1
26-35,Male,22166.665495401085,629.7695947377301,4472.27135261004,1
26-35,Female,38723.60976572871,454.66344104780103,21406.319148950173,0
26-35,Male,27991.025927130984,746.8052746540475,12788.804095461333,1
26-35,Male,72553.54275170717,625.4894908670115,9870.225658795729,1
26-35,Male,59890.29082989584,502.04735952972754,4767.185729471133,1
36-45,Female,69666.93916631301,624.6653209629272,10507.825243077083,0
26-35,Female,56824.58273527243,691.6803117283922,9587.521564683962,0
18-25,Male,29817.511224649894,682.3239333226376,17226.107001673623,0
36-45,Female,77401.44159225996,793.8731983331855,15269.526397313804,0
36-45,Female,156547.11220830138,581.7785709944055,25176.041362168526,1
46-60,Female,73468.07883523582,653.7376096211977,9066.474469695551,0
36-45,Female,48389.47935320191,594.0344577137263,3015.951952833429,1
26-35,Male,29318.277674945635,526.6245684650222,29521.50622451538,0
46-60,Male,38023.76030986184,720.8421897844764,6318.101140613499,1
36-45,Female,75095.79380688307,687.0615655318016,5510.807028574426,1
18-25,Female,102391.5033860851,672.6942759759082,12906.763611412394,0
36-45,Female,68215.90906397841,684.1432154606915,17014.418495574722,0
46-60,Female,89316.68976379033,595.1621717849264,8737.076144424003,1
26-35,Female,85292.27119210207,569.5443930145445,8682.335643630237,0
26-35,Female,77131.5122846032,653.0117897735488,9771.04740747504,0
26-35,Female,43077.80603881544,742.8969121929291,41491.01931675172,0
26-35,Female,65314.004480727286,,13331.134654975667,1
26-35,Female,39175.66718863114,713.6346165445947,6158.753784998874,1
36-45,Male,60398.19361740343,652.3339541414476,6209.112899973391,0
18-25,Male,70645.64649891658,671.5827143519949,10930.285005253043,1
46-60,Male,138606.17309809805,650.9275087460297,16159.870965295846,1
36-45,Female,31105.31589984912,567.9245328240457,19676.575170503897,0
36-45,Female,76172.35004290388,651.9717902568434,14754.846485362916,0
46-60,Female,,543.2138545929206,6812.410622594832,0
18-25,Male,87502.60846407787,640.0738219117568,9517.114283477713,1
26-35,Male,90805.2807930964,780.8884088477055,24031.633537091915,1
36-45,Female,80325.9050228449,715.8287378226681,5340.7770248357965,1
46-60,Male,114595.89299581187,576.1504652610777,9204.035291726716,0
36-45,Male,34761.332604525145,644.2056744286174,21546.534839784537,1
26-35,Male,29942.575221439834,583.2498950596209,26909.243774697217,0
46-60,Male,59684.81606533237,644.9988985458232,11449.11488216746,0
26-35,Female,20321.179539555254,733.288625321965,9614.566310980452,0
46-60,Male,110782.36744949833,702.2406350647923,4639.239109932709,1
60+,Female,110233.66264995,848.7315264596268,20343.40252745943,1
26-35,Male,48210.14342776284,745.3981922006058,38369.71471536931,1
36-45,Female,49742.48628183329,666.3200304862153,103997.61517799296,0
18-25,Male,57746.975945025515,704.1719979306635,18199.637345854986,0
26-35,Female,61451.91789829375,633.8045460653332,12826.854739985456,0
36-45,Female,63805.007875392,,6400.628767726281,1
36-45,Male,79151.26547060523,754.4621262630017,2971.774324303449,1
46-60,Female,54922.96376163975,730.7193181545318,15391.44939008373,0
36-45,Female,95951.35773118392,630.7156628324828,87576.7907569666,0
26-35,Male,74829.98020658822,671.914858954507,36925.20959893056,1
46-60,Male,44201.68886997164,749.2751349907845,32638.616296122585,1
60+,Female,116722.70218161069,717.7081140964816,16260.306837949154,1
18-25,Female,30359.704763465736,532.951899900024,17811.83723081653,0
60+,Male,57177.57726113462,669.4896017191859,1921.7704420486145,1
18-25,Male,97096.31476161732,636.5894779609309,24587.868862324427,1
46-60,Female,41708.63445167487,739.0400559310945,8404.541927347133,0
26-35,Female,69896.98703673814,732.4834191026129,7620.658960695692,1
26-35,Female,78564.07387144094,755.4886262542436,10315.412732612269,1
26-35,Male,38938.47307895711,560.5684529023833,10040.64273311455,1
36-45,Female,57743.215456103644,587.2710772755009,7524.288445606056,0
26-35,Male,55367.50148946297,739.1265948908351,13508.814235926022,1
18-25,Male,45439.22846665008,602.6683347726043,8547.361544614458,1
36-45,Female,189252.50847346164,528.2853615268555,14476.158946213121,1
46-60,Female,40882.06851491008,692.6077190091253,4065.3606887278884,0
26-35,Male,98959.42009289005,606.2225247787221,11257.093964142447,1
26-35,Male,49197.569042746705,793.183261624672,5557.832806472815,1
26-35,Female,34775.96984535157,673.6947643190771,7997.150303986394,0
18-25,Female,63032.58674568445,662.8207429313333,14983.71276401178,0
46-60,Female,82830.09099720736,620.4604886707394,3702.642038229654,0
46-60,Female,94869.2386851479,777.2668267141577,6919.329135549207,1
36-45,Male,130761.79070369368,678.6843567911857,21060.857626596084,1
26-35,Female,261090.70246773624,617.3200385475035,4313.29644207119,1
36-45,Female,67863.73671467313,586.4733034715642,55397.71975454535,0
36-45,Female,42978.44169769675,644.1221556348626,35014.808987214696,0
46-60,Female,75089.58627803075,571.7882530276156,8994.587912991363,0
36-45,Female,52412.14010125152,732.3101953343155,7116.933687466981,0
36-45,Male,95128.4216851607,505.33263567806125,15702.13426696577,0
36-45,Male,31301.392107499363,638.8388777333544,4196.601014560395,1
26-35,Female,195666.56121372888,698.8106836070348,2692.6626618094406,1
60+,Male,91860.28380264073,677.3695536087725,9251.416008197752,1
36-45,Male,25796.60030496947,592.6173621587465,12001.188755214223,0
36-45,Female,,702.8206965365239,14408.04167703056,0
26-35,Female,90042.81172624927,579.1168489291274,8169.863719422569,0
36-45,Male,,648.2092274802552,37017.91944015738,0
36-45,Female,31693.953057457577,702.1473257584285,4039.548766322457,1
26-35,Female,85520.63109866927,687.0330223594491,5374.335900856617,1
18-25,Female,22614.126665300122,595.9968790864425,19718.42515977864,0
36-45,Female,,745.799561325149,5274.726409440456,0
36-45,Male,104404.01599246528,656.9355657188428,5114.033151055099,1
36-45,Male,45444.275266898694,709.4396328751321,14745.361441483554,1
26-35,Male,28184.82102343147,772.3280805338597,5751.304075102664,1
36-45,Female,64415.36033614448,739.4016439019686,12010.450894962782,0
18-25,Female,44251.32381369533,739.6103525064835,7632.072803107009,0
26-35,Female,82024.98566232785,665.4143943879578,6705.40393200096,1
26-35,Female,38458.56795887709,713.5148096728408,2485.317475035427,1
26-35,Female,40687.71793188763,667.0877259651453,14937.804931011467,1
26-35,Female,21796.372580932777,553.254042577727,4925.829699445172,1
26-35,Male,65184.19793146492,674.2195034004034,11677.348716624027,1
18-25,Male,55245.79626929387,670.5088786990773,8868.988931004418,0
26-35,Female,33051.01859521801,,11325.289954163109,1
36-45,Male,65966.30477195319,639.7602419829284,11852.092352280839,1
26-35,Male,100060.98712477335,589.083555458892,15598.072076093844,1
26-35,Female,53756.293542082094,702.5204866540182,7463.595583667922,1
46-60,Male,68465.3786224006,544.9382170198202,36103.93652604151,0
26-35,Female,68641.70851415674,766.7055308685176,3047.5094166679883,1
36-45,Male,32788.56437281876,631.4865551036006,11144.786679589226,1
18-25,Male,167425.3585536699,669.6422537644935,26081.584801647594,1
18-25,Male,47314.64211052914,694.6846522625258,19563.444796091015,1
36-45,Female,83121.45254774377,697.2550435875353,6124.9847081247835,0
36-45,Male,87957.37829854652,537.2812560038612,6998.167482912415,0
46-60,Female,55837.582124836386,715.9269264435411,5970.3805766578735,0
36-45,Female,81096.69706103485,674.2523062701018,21576.976114104335,0
60+,Female,,599.1790892353113,7391.315561066704,1
18-25,Male,29471.533825353916,590.0266439243269,16384.621664327395,0
18-25,Male,50709.251555633884,623.2757534354523,16505.371151670166,0
18-25,Female,44078.37369823269,546.1006650711606,88850.88326272898,0
26-35,Female,47530.52804787166,787.781391278962,17164.541734081806,1
36-45,Female,31194.541640782754,768.8921060114676,6981.958810054405,0
36-45,Male,,686.1360160780752,4154.219278460912,1
18-25,Female,133385.18206310392,632.1281266926327,10714.120552987315,0
46-60,Male,97635.9932776004,634.2313609650083,12145.71031650374,1
